"시도별(1)","성별 및 연령별(1)",성별 및 연령별(2),2012,2012,2013,2013,2014,2014,2015,2015,2016,2016,2017,2017,2018,2018,2019,2019
"시도별(1)","성별 및 연령별(1)",성별 및 연령별(2),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%),발생건수 (건),분율 (%)
"세종","나이",40~49세,-,-,-,-,-,-,-,-,16,13.6,11,9.8,24,17.3,11,10.5
"세종","나이",50~59세,16,22.5,17,21.0,17,20.2,13,13.5,17,14.4,23,20.5,23,16.5,16,15.2
"세종","나이",60~69세,13,18.3,18,22.2,13,15.5,13,13.5,23,19.5,20,17.9,18,12.9,24,22.9
"세종","나이",70~79세,19,26.8,17,21.0,20,23.8,26,27.1,19,16.1,22,19.6,19,13.7,13,12.4
"세종","나이",80세 이상,13,18.3,11,13.6,14,16.7,30,31.3,23,19.5,27,24.1,33,23.7,28,26.7
"세종","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기","전체",소계,5537,19.9,5849,19.9,6086,20.1,6313,20.5,6226,20.9,5982,20.4,6532,21.4,6848,22.2
"경기","성별",남자,3541,64.0,3732,63.8,3853,63.3,3984,63.1,3965,63.7,3887,65.0,4135,63.3,4377,63.9
"경기","성별",여자,1983,35.8,2113,36.1,2227,36.6,2326,36.8,2258,36.3,2095,35.0,2396,36.7,2469,36.1
"경기","성별",미상,13,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기","나이",0~9세,124,2.2,103,1.8,103,1.7,97,1.5,104,1.7,97,1.6,91,1.4,95,1.4
"경기","나이",10~19세,78,1.4,85,1.5,78,1.3,65,1.0,80,1.3,76,1.3,74,1.1,90,1.3
"경기","나이",20~29세,163,2.9,182,3.1,143,2.3,165,2.6,139,2.2,182,3.0,163,2.5,189,2.8
"경기","나이",30~39세,288,5.2,305,5.2,315,5.2,308,4.9,270,4.3,278,4.6,301,4.6,305,4.5
"경기","나이",40~49세,609,11.0,647,11.1,626,10.3,626,9.9,595,9.6,554,9.3,586,9.0,588,8.6
"경기","나이",50~59세,932,16.8,1024,17.5,1066,17.5,1043,16.5,1047,16.8,1028,17.2,1000,15.3,1062,15.5
"경기","나이",60~69세,781,14.1,832,14.2,919,15.1,940,14.9,1024,16.4,954,15.9,1069,16.4,1127,16.5
"경기","나이",70~79세,1262,22.8,1319,22.6,1293,21.2,1431,22.7,1341,21.5,1304,21.8,1406,21.5,1488,21.7
"경기","나이",80세 이상,1295,23.4,1345,23.0,1534,25.2,1634,25.9,1623,26.1,1506,25.2,1838,28.1,1903,27.8
"경기","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"강원","전체",소계,1365,4.9,1357,4.6,1472,4.9,1506,4.9,1549,5.2,1473,5.0,1503,4.9,1476,4.8
"강원","성별",남자,884,64.8,917,67.6,949,64.5,943,62.6,1011,65.3,941,63.9,946,62.9,962,65.2
"강원","성별",여자,478,35.0,440,32.4,522,35.5,562,37.3,538,34.7,532,36.1,557,37.1,514,34.8
"강원","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"강원","나이",0~9세,23,1.7,15,1.1,16,1.1,22,1.5,16,1.0,14,1.0,20,1.3,-,-
"강원","나이",10~19세,22,1.6,12,0.9,15,1.0,15,1.0,12,0.8,11,0.7,12,0.8,22,1.5
"강원","나이",20~29세,43,3.2,31,2.3,28,1.9,32,2.1,37,2.4,37,2.5,36,2.4,35,2.4
"강원","나이",30~39세,65,4.8,50,3.7,49,3.3,56,3.7,62,4.0,54,3.7,40,2.7,48,3.3
"강원","나이",40~49세,127,9.3,124,9.1,130,8.8,132,8.8,118,7.6,117,7.9,104,6.9,103,7.0
"강원","나이",50~59세,212,15.5,225,16.6,251,17.1,195,12.9,257,16.6,196,13.3,235,15.6,209,14.2
"강원","나이",60~69세,202,14.8,213,15.7,236,16.0,220,14.6,224,14.5,246,16.7,222,14.8,254,17.2
"강원","나이",70~79세,310,22.7,322,23.7,343,23.3,349,23.2,363,23.4,333,22.6,318,21.2,301,20.4
"강원","나이",80세 이상,360,26.4,362,26.7,404,27.4,479,31.8,460,29.7,465,31.6,514,34.2,495,33.5
"강원","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충북","전체",소계,1138,4.1,1213,4.1,1262,4.2,1220,4.0,1289,4.3,1257,4.3,1275,4.2,1350,4.4
"충북","성별",남자,735,64.6,792,65.3,831,65.8,748,61.3,851,66.0,810,64.4,811,63.6,831,61.6
"충북","성별",여자,403,35.4,420,34.6,429,34.0,472,38.7,438,34.0,447,35.6,464,36.4,518,38.4
"충북","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충북","나이",0~9세,19,1.7,10,0.8,12,1.0,13,1.1,19,1.5,17,1.4,15,1.2,18,1.3
"충북","나이",10~19세,12,1.1,14,1.2,-,-,12,1.0,14,1.1,16,1.3,18,1.4,-,-
"충북","나이",20~29세,32,2.8,25,2.1,41,3.2,18,1.5,39,3.0,25,2.0,41,3.2,38,2.8
"충북","나이",30~39세,46,4.0,59,4.9,55,4.4,46,3.8,60,4.7,32,2.5,58,4.5,53,3.9
"충북","나이",40~49세,100,8.8,132,10.9,103,8.2,102,8.4,117,9.1,99,7.9,93,7.3,93,6.9
"충북","나이",50~59세,186,16.3,191,15.7,204,16.2,187,15.3,210,16.3,231,18.4,177,13.9,171,12.7
"충북","나이",60~69세,179,15.7,190,15.7,189,15.0,188,15.4,186,14.4,195,15.5,194,15.2,262,19.4
"충북","나이",70~79세,307,27.0,304,25.1,283,22.4,290,23.8,293,22.7,257,20.4,287,22.5,301,22.3
"충북","나이",80세 이상,256,22.5,288,23.7,364,28.8,363,29.8,351,27.2,385,30.6,392,30.7,405,30.0
"충북","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충남","전체",소계,1382,5.0,1457,5.0,1641,5.4,1705,5.5,1509,5.1,1588,5.4,1718,5.6,1738,5.6
"충남","성별",남자,937,67.8,980,67.3,1065,64.9,1143,67.0,1013,67.1,1038,65.4,1130,65.8,1146,65.9
"충남","성별",여자,444,32.1,475,32.6,575,35.0,560,32.8,495,32.8,547,34.4,585,34.1,592,34.1
"충남","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"충남","나이",0~9세,22,1.6,14,1.0,30,1.8,20,1.2,26,1.7,25,1.6,14,0.8,24,1.4
"충남","나이",10~19세,16,1.2,22,1.5,17,1.0,24,1.4,-,-,10,0.6,26,1.5,12,0.7
"충남","나이",20~29세,39,2.8,49,3.4,32,2.0,50,2.9,32,2.1,38,2.4,43,2.5,35,2.0
"충남","나이",30~39세,76,5.5,73,5.0,85,5.2,81,4.8,61,4.0,74,4.7,93,5.4,62,3.6
"충남","나이",40~49세,141,10.2,163,11.2,165,10.1,156,9.1,142,9.4,150,9.4,129,7.5,137,7.9
"충남","나이",50~59세,204,14.8,244,16.7,260,15.8,261,15.3,227,15.0,207,13.0,233,13.6,253,14.6
"충남","나이",60~69세,207,15.0,212,14.6,232,14.1,239,14.0,240,15.9,257,16.2,296,17.2,294,16.9
"충남","나이",70~79세,350,25.3,336,23.1,389,23.7,410,24.0,350,23.2,333,21.0,379,22.1,349,20.1
"충남","나이",80세 이상,324,23.4,341,23.4,430,26.2,461,27.0,418,27.7,490,30.9,503,29.3,572,32.9
"충남","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전북","전체",소계,1329,4.8,1381,4.7,1405,4.6,1366,4.4,1375,4.6,1364,4.7,1298,4.3,1381,4.5
"전북","성별",남자,895,67.3,932,67.5,889,63.3,883,64.6,883,64.2,893,65.5,850,65.5,912,66.0
"전북","성별",여자,433,32.6,445,32.2,516,36.7,483,35.4,491,35.7,471,34.5,448,34.5,469,34.0
"전북","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전북","나이",0~9세,24,1.8,21,1.5,15,1.1,12,0.9,10,0.7,15,1.1,12,0.9,-,-
"전북","나이",10~19세,22,1.7,17,1.2,19,1.4,14,1.0,18,1.3,14,1.0,14,1.1,21,1.5
"전북","나이",20~29세,39,2.9,30,2.2,32,2.3,24,1.8,32,2.3,29,2.1,30,2.3,33,2.4
"전북","나이",30~39세,54,4.1,59,4.3,54,3.8,67,4.9,43,3.1,42,3.1,50,3.9,46,3.3
"전북","나이",40~49세,135,10.2,148,10.7,137,9.8,111,8.1,92,6.7,115,8.4,92,7.1,107,7.7
"전북","나이",50~59세,211,15.9,225,16.3,199,14.2,184,13.5,215,15.6,163,12.0,205,15.8,188,13.6
"전북","나이",60~69세,199,15.0,218,15.8,247,17.6,239,17.5,243,17.7,228,16.7,215,16.6,226,16.4
"전북","나이",70~79세,334,25.1,350,25.3,345,24.6,356,26.1,354,25.7,360,26.4,305,23.5,317,23.0
"전북","나이",80세 이상,304,22.9,312,22.6,355,25.3,359,26.3,368,26.8,396,29.0,373,28.7,435,31.5
"전북","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전남","전체",소계,1581,5.7,1676,5.7,1672,5.5,1673,5.4,1575,5.3,1586,5.4,1549,5.1,1658,5.4
"전남","성별",남자,1032,65.3,1101,65.7,1079,64.5,1092,65.3,979,62.2,1016,64.1,981,63.3,1067,64.4
"전남","성별",여자,548,34.7,572,34.1,593,35.5,581,34.7,594,37.7,570,35.9,568,36.7,591,35.6
"전남","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전남","나이",0~9세,25,1.6,30,1.8,26,1.6,18,1.1,20,1.3,16,1.0,12,0.8,10,0.6
"전남","나이",10~19세,21,1.3,18,1.1,27,1.6,15,0.9,14,0.9,15,0.9,-,-,15,0.9
"전남","나이",20~29세,31,2.0,36,2.1,40,2.4,38,2.3,21,1.3,38,2.4,33,2.1,29,1.7
"전남","나이",30~39세,57,3.6,68,4.1,57,3.4,57,3.4,62,3.9,47,3.0,57,3.7,50,3.0
"전남","나이",40~49세,150,9.5,149,8.9,157,9.4,140,8.4,126,8.0,108,6.8,113,7.3,94,5.7
"전남","나이",50~59세,223,14.1,251,15.0,219,13.1,239,14.3,225,14.3,222,14.0,185,11.9,219,13.2
"전남","나이",60~69세,263,16.6,246,14.7,233,13.9,284,17.0,240,15.2,215,13.6,242,15.6,277,16.7
"전남","나이",70~79세,406,25.7,425,25.4,442,26.4,405,24.2,384,24.4,391,24.7,373,24.1,409,24.7
"전남","나이",80세 이상,403,25.5,452,27.0,469,28.1,476,28.5,483,30.7,533,33.6,526,34.0,554,33.4
"전남","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경북","전체",소계,2287,8.2,2419,8.2,2313,7.6,2270,7.4,2241,7.5,2199,7.5,2230,7.3,2157,7.0
"경북","성별",남자,1522,66.6,1569,64.9,1507,65.2,1485,65.4,1474,65.8,1414,64.3,1420,63.7,1417,65.7
"경북","성별",여자,760,33.2,850,35.1,805,34.8,785,34.6,764,34.1,785,35.7,810,36.3,740,34.3
"경북","성별",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경북","나이",0~9세,38,1.7,18,0.7,23,1.0,29,1.3,23,1.0,22,1.0,23,1.0,19,0.9
"경북","나이",10~19세,31,1.4,17,0.7,22,1.0,15,0.7,22,1.0,16,0.7,19,0.9,20,0.9
"경북","나이",20~29세,47,2.1,58,2.4,61,2.6,48,2.1,37,1.7,33,1.5,48,2.2,43,2.0
"경북","나이",30~39세,98,4.3,102,4.2,95,4.1,92,4.1,84,3.7,74,3.4,66,3.0,68,3.2
"경북","나이",40~49세,208,9.1,196,8.1,178,7.7,195,8.6,180,8.0,154,7.0,164,7.4,139,6.4
"경북","나이",50~59세,325,14.2,362,15.0,316,13.7,312,13.7,361,16.1,311,14.1,310,13.9,318,14.7
"경북","나이",60~69세,344,15.0,397,16.4,337,14.6,361,15.9,334,14.9,353,16.1,382,17.1,356,16.5
"경북","나이",70~79세,608,26.6,592,24.5,581,25.1,557,24.5,567,25.3,555,25.2,518,23.2,484,22.4
"경북","나이",80세 이상,580,25.4,674,27.9,697,30.1,660,29.1,631,28.2,679,30.9,700,31.4,710,32.9
"경북","나이",미상,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경남","전체",소계,2119,7.6,2056,7.0,2169,7.2,2213,7.2,2068,6.9,2032,6.9,2229,7.3,2167,7.0
"경남","성별",남자,1311,61.9,1341,65.2,1399,64.5,1466,66.2,1308,63.2,1330,65.5,1427,64.0,1419,65.5
